ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,ORDERE_YEAR,ORDER_MONTH,ORDER_DAY,ORDER_MONTH_NAME
10332,23,56.84,1307.32,2004-11-17,Shipped,4,11,2004,Classic Cars,73,S24_1046,"AV Stores, Co.",Manchester,UK,Small,2004,11,17,November
10344,29,59.53,1726.37,2004-11-25,Shipped,4,11,2004,Classic Cars,73,S24_1046,Marseille Mini Autos,Marseille,France,Small,2004,11,25,November
10367,21,60.37,1267.77,2005-01-12,Resolved,1,1,2005,Classic Cars,73,S24_1046,Toys4GrownUps.com,Pasadena,USA,Small,2005,1,12,January
10380,34,100.0,3441.82,2005-02-16,Shipped,1,2,2005,Classic Cars,73,S24_1046,Euro Shopping Channel,Madrid,Spain,Medium,2005,2,16,February
10407,26,76.43,1987.18,2005-04-22,On Hold,2,4,2005,Classic Cars,73,S24_1046,The Sharp Gifts Warehouse,San Jose,USA,Small,2005,4,22,April
10420,60,64.67,3880.2,2005-05-29,In Process,2,5,2005,Classic Cars,73,S24_1046,Souveniers And Things Co.,Chatswood,Australia,Medium,2005,5,29,May
10104,35,55.49,1942.15,2003-01-31,Shipped,1,1,2003,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small,2003,1,31,January
10115,47,69.36,3259.92,2003-04-04,Shipped,2,4,2003,Classic Cars,57,S24_1444,Classic Legends Inc.,NYC,USA,Medium,2003,4,4,April
10127,20,60.69,1213.8,2003-06-03,Shipped,2,6,2003,Classic Cars,57,S24_1444,Muscle Machine Inc,NYC,USA,Small,2003,6,3,June
10141,20,54.33,1086.6,2003-08-01,Shipped,3,8,2003,Classic Cars,57,S24_1444,Suominen Souveniers,Espoo,Finland,Small,2003,8,1,August
10152,25,65.31,1632.75,2003-09-25,Shipped,3,9,2003,Classic Cars,57,S24_1444,"Australian Gift Network, Co",South Brisbane,Australia,Small,2003,9,25,September
10165,25,69.36,1734.0,2003-10-22,Shipped,4,10,2003,Classic Cars,57,S24_1444,"Dragon Souveniers, Ltd.",Singapore,Singapore,Small,2003,10,22,October
10176,27,68.78,1857.06,2003-11-06,Shipped,4,11,2003,Classic Cars,57,S24_1444,L'ordine Souveniers,Reggio Emilia,Italy,Small,2003,11,6,November
10184,31,60.11,1863.41,2003-11-14,Shipped,4,11,2003,Classic Cars,57,S24_1444,"Iberia Gift Imports, Corp.",Sevilla,Spain,Small,2003,11,14,November
10195,44,66.47,2924.68,2003-11-25,Shipped,4,11,2003,Classic Cars,57,S24_1444,Mini Classics,White Plains,USA,Small,2003,11,25,November
10207,49,46.82,2294.18,2003-12-09,Shipped,4,12,2003,Classic Cars,57,S24_1444,Diecast Collectables,Boston,USA,Small,2003,12,9,December
10220,26,56.07,1457.82,2004-02-12,Shipped,1,2,2004,Classic Cars,57,S24_1444,"Clover Collections, Co.",Dublin,Ireland,Small,2004,2,12,February
10230,36,54.33,1955.88,2004-03-15,Shipped,1,3,2004,Classic Cars,57,S24_1444,"Blauer See Auto, Co.",Frankfurt,Germany,Small,2004,3,15,March
10246,44,52.6,2314.4,2004-05-05,Shipped,2,5,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small,2004,5,5,May
10259,28,46.82,1310.96,2004-06-15,Shipped,2,6,2004,Classic Cars,57,S24_1444,Handji Gifts& Co,Singapore,Singapore,Small,2004,6,15,June
10271,45,64.74,2913.3,2004-07-20,Shipped,3,7,2004,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,7,20,July
10282,29,46.82,1357.78,2004-08-20,Shipped,3,8,2004,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,8,20,August
10292,40,53.75,2150.0,2004-09-08,Shipped,3,9,2004,Classic Cars,57,S24_1444,Land of Toys Inc.,NYC,USA,Small,2004,9,8,September
10305,45,61.85,2783.25,2004-10-13,Shipped,4,10,2004,Classic Cars,57,S24_1444,Marta's Replicas Co.,Cambridge,USA,Small,2004,10,13,October
10314,44,53.18,2339.92,2004-10-22,Shipped,4,10,2004,Classic Cars,57,S24_1444,Heintze Collectables,Aaarhus,Denmark,Small,2004,10,22,October
10324,25,69.16,1729.0,2004-11-05,Shipped,4,11,2004,Classic Cars,57,S24_1444,Vitachrome Inc.,NYC,USA,Small,2004,11,5,November
10336,45,100.0,5972.4,2004-11-20,Shipped,4,11,2004,Classic Cars,57,S24_1444,"La Corne D'abondance, Co.",Paris,France,Medium,2004,11,20,November
10349,48,47.4,2275.2,2004-12-01,Shipped,4,12,2004,Classic Cars,57,S24_1444,Muscle Machine Inc,NYC,USA,Small,2004,12,1,December
10358,44,60.76,2673.44,2004-12-10,Shipped,4,12,2004,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small,2004,12,10,December
10371,25,97.27,2431.75,2005-01-23,Shipped,1,1,2005,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2005,1,23,January
10383,22,91.76,2018.72,2005-02-22,Shipped,1,2,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small,2005,2,22,February
10394,31,50.29,1558.99,2005-03-15,Shipped,1,3,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small,2005,3,15,March
10412,21,52.6,1104.6,2005-05-03,Shipped,2,5,2005,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small,2005,5,3,May
10425,55,46.82,2575.1,2005-05-31,In Process,2,5,2005,Classic Cars,57,S24_1444,La Rochelle Gifts,Nantes,France,Small,2005,5,31,May
10107,25,100.0,2845.75,2003-02-24,Shipped,1,2,2003,Motorcycles,112,S24_1578,Land of Toys Inc.,NYC,USA,Small,2003,2,24,February
10120,35,98.05,3431.75,2003-04-29,Shipped,2,4,2003,Motorcycles,112,S24_1578,"Australian Collectors, Co.",Melbourne,Australia,Medium,2003,4,29,April
10134,35,93.54,3273.9,2003-07-01,Shipped,3,7,2003,Motorcycles,112,S24_1578,Lyon Souveniers,Paris,France,Medium,2003,7,1,July
10145,43,95.8,4119.4,2003-08-25,Shipped,3,8,2003,Motorcycles,112,S24_1578,Toys4GrownUps.com,Pasadena,USA,Medium,2003,8,25,August
10159,44,100.0,5355.68,2003-10-10,Shipped,4,10,2003,Motorcycles,112,S24_1578,Corporate Gift Ideas Co.,San Francisco,USA,Medium,2003,10,10,October
10168,50,100.0,5747.5,2003-10-28,Shipped,4,10,2003,Motorcycles,112,S24_1578,Technics Stores Inc.,Burlingame,USA,Medium,2003,10,28,October
10180,48,100.0,5355.36,2003-11-11,Shipped,4,11,2003,Motorcycles,112,S24_1578,Daedalus Designs Imports,Lille,France,Medium,2003,11,11,November
10188,25,100.0,2535.75,2003-11-18,Shipped,4,11,2003,Motorcycles,112,S24_1578,Herkku Gifts,Bergen,Norway,Small,2003,11,18,November
10201,39,100.0,4351.23,2003-12-01,Shipped,4,12,2003,Motorcycles,112,S24_1578,Mini Wheels Co.,San Francisco,USA,Medium,2003,12,1,December
10211,25,90.16,2254.0,2004-01-15,Shipped,1,1,2004,Motorcycles,112,S24_1578,Auto Canal Petit,Paris,France,Small,2004,1,15,January
10223,32,91.29,2921.28,2004-02-20,Shipped,1,2,2004,Motorcycles,112,S24_1578,"Australian Collectors, Co.",Melbourne,Australia,Small,2004,2,20,February
10237,20,100.0,2299.0,2004-04-05,Shipped,2,4,2004,Motorcycles,112,S24_1578,Vitachrome Inc.,NYC,USA,Small,2004,4,5,April
10251,26,100.0,2637.18,2004-05-18,Shipped,2,5,2004,Motorcycles,112,S24_1578,Tekni Collectables Inc.,Newark,USA,Small,2004,5,18,May
10263,42,100.0,4307.52,2004-06-28,Shipped,2,6,2004,Motorcycles,112,S24_1578,Gift Depot Inc.,Bridgewater,USA,Medium,2004,6,28,June
10275,21,100.0,2153.76,2004-07-23,Shipped,3,7,2004,Motorcycles,112,S24_1578,La Rochelle Gifts,Nantes,France,Small,2004,7,23,July
10285,34,100.0,3716.88,2004-08-27,Shipped,3,8,2004,Motorcycles,112,S24_1578,Marta's Replicas Co.,Cambridge,USA,Medium,2004,8,27,August
10299,47,100.0,5455.76,2004-09-30,Shipped,3,9,2004,Motorcycles,112,S24_1578,"Toys of Finland, Co.",Helsinki,Finland,Medium,2004,9,30,September
10309,21,100.0,2650.62,2004-10-15,Shipped,4,10,2004,Motorcycles,112,S24_1578,Baane Mini Imports,Stavern,Norway,Small,2004,10,15,October
10318,48,100.0,6437.28,2004-11-02,Shipped,4,11,2004,Motorcycles,112,S24_1578,Diecast Classics Inc.,Allentown,USA,Medium,2004,11,2,November
10329,30,87.78,2633.4,2004-11-15,Shipped,4,11,2004,Motorcycles,112,S24_1578,Land of Toys Inc.,NYC,USA,Small,2004,11,15,November
10339,27,84.39,2278.53,2004-11-23,Shipped,4,11,2004,Motorcycles,112,S24_1578,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,2004,11,23,November
10362,50,96.92,4846.0,2005-01-05,Shipped,1,1,2005,Motorcycles,112,S24_1578,Technics Stores Inc.,Burlingame,USA,Medium,2005,1,5,January
10374,38,100.0,4197.1,2005-02-02,Shipped,1,2,2005,Motorcycles,112,S24_1578,"Australian Gift Network, Co",South Brisbane,Australia,Medium,2005,2,2,February
10389,45,100.0,4597.65,2005-03-03,Shipped,1,3,2005,Motorcycles,112,S24_1578,Scandinavian Gift Ideas,Boras,Sweden,Medium,2005,3,3,March
10403,46,100.0,5287.7,2005-04-08,Shipped,2,4,2005,Motorcycles,112,S24_1578,"UK Collectables, Ltd.",Liverpool,UK,Medium,2005,4,8,April
10417,35,100.0,3550.05,2005-05-13,Disputed,2,5,2005,Motorcycles,112,S24_1578,Euro Shopping Channel,Madrid,Spain,Medium,2005,5,13,May
10110,29,59.37,1721.73,2003-03-18,Shipped,1,3,2003,Classic Cars,50,S24_1628,"AV Stores, Co.",Manchester,UK,Small,2003,3,18,March
10123,50,59.87,2993.5,2003-05-20,Shipped,2,5,2003,Classic Cars,50,S24_1628,Atelier graphique,Nantes,France,Small,2003,5,20,May
10137,26,49.81,1295.06,2003-07-10,Shipped,3,7,2003,Classic Cars,50,S24_1628,Reims Collectables,Reims,France,Small,2003,7,10,July
10148,47,56.85,2671.95,2003-09-11,Shipped,3,9,2003,Classic Cars,50,S24_1628,"Anna's Decorations, Ltd",North Sydney,Australia,Small,2003,9,11,September
10161,23,53.33,1226.59,2003-10-17,Shipped,4,10,2003,Classic Cars,50,S24_1628,Heintze Collectables,Aaarhus,Denmark,Small,2003,10,17,October
10172,34,42.76,1453.84,2003-11-05,Shipped,4,11,2003,Classic Cars,50,S24_1628,Gift Depot Inc.,Bridgewater,USA,Small,2003,11,5,November
10181,34,53.83,1830.22,2003-11-12,Shipped,4,11,2003,Classic Cars,50,S24_1628,Herkku Gifts,Bergen,Norway,Small,2003,11,12,November
10192,47,53.83,2530.01,2003-11-20,Shipped,4,11,2003,Classic Cars,50,S24_1628,Online Diecast Creations Co.,Nashua,USA,Small,2003,11,20,November
10204,45,49.81,2241.45,2003-12-02,Shipped,4,12,2003,Classic Cars,50,S24_1628,Muscle Machine Inc,NYC,USA,Small,2003,12,2,December
10212,45,53.33,2399.85,2004-01-16,Shipped,1,1,2004,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Small,2004,1,16,January
10226,36,43.27,1557.72,2004-02-26,Shipped,1,2,2004,Classic Cars,50,S24_1628,Collectable Mini Designs Co.,San Diego,USA,Small,2004,2,26,February
10241,21,40.25,845.25,2004-04-13,Shipped,2,4,2004,Classic Cars,50,S24_1628,Mini Caravy,Strasbourg,France,Small,2004,4,13,April
10266,28,48.3,1352.4,2004-07-06,Shipped,3,7,2004,Classic Cars,50,S24_1628,L'ordine Souveniers,Reggio Emilia,Italy,Small,2004,7,6,July
10278,35,45.28,1584.8,2004-08-06,Shipped,3,8,2004,Classic Cars,50,S24_1628,Signal Gift Stores,Las Vegas,USA,Small,2004,8,6,August
10288,50,52.32,2616.0,2004-09-01,Shipped,3,9,2004,Classic Cars,50,S24_1628,Handji Gifts& Co,Singapore,Singapore,Small,2004,9,1,September
10301,22,51.32,1129.04,2003-10-05,Shipped,4,10,2003,Classic Cars,50,S24_1628,"Norway Gifts By Mail, Co.",Oslo,Norway,Small,2003,10,5,October
10311,45,49.3,2218.5,2004-10-16,Shipped,4,10,2004,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Small,2004,10,16,October
10321,48,42.26,2028.48,2004-11-04,Shipped,4,11,2004,Classic Cars,50,S24_1628,FunGiftIdeas.com,New Bedford,USA,Small,2004,11,4,November
10332,20,87.96,1759.2,2004-11-17,Shipped,4,11,2004,Classic Cars,50,S24_1628,"AV Stores, Co.",Manchester,UK,Small,2004,11,17,November
10343,27,36.21,977.67,2004-11-24,Shipped,4,11,2004,Classic Cars,50,S24_1628,Reims Collectables,Reims,France,Small,2004,11,24,November
10367,38,38.5,1463.0,2005-01-12,Resolved,1,1,2005,Classic Cars,50,S24_1628,Toys4GrownUps.com,Pasadena,USA,Small,2005,1,12,January
10379,32,100.0,3970.56,2005-02-10,Shipped,1,2,2005,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Medium,2005,2,10,February
10407,64,40.25,2576.0,2005-04-22,On Hold,2,4,2005,Classic Cars,50,S24_1628,The Sharp Gifts Warehouse,San Jose,USA,Small,2005,4,22,April
10420,37,60.37,2233.69,2005-05-29,In Process,2,5,2005,Classic Cars,50,S24_1628,Souveniers And Things Co.,Chatswood,Australia,Small,2005,5,29,May
10106,28,88.63,2481.64,2003-02-17,Shipped,1,2,2003,Planes,109,S24_1785,Rovelli Gifts,Bergamo,Italy,Small,2003,2,17,February
10120,39,100.0,4651.53,2003-04-29,Shipped,2,4,2003,Planes,109,S24_1785,"Australian Collectors, Co.",Melbourne,Australia,Medium,2003,4,29,April
10133,41,94.1,3858.1,2003-06-27,Shipped,2,6,2003,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Medium,2003,6,27,June
10145,40,87.54,3501.6,2003-08-25,Shipped,3,8,2003,Planes,109,S24_1785,Toys4GrownUps.com,Pasadena,USA,Medium,2003,8,25,August
10168,49,100.0,6433.7,2003-10-28,Shipped,4,10,2003,Planes,109,S24_1785,Technics Stores Inc.,Burlingame,USA,Medium,2003,10,28,October
10210,27,98.48,2658.96,2004-01-12,Shipped,1,1,2004,Planes,109,S24_1785,Osaka Souveniers Co.,Osaka,Japan,Small,2004,1,12,January
10223,34,100.0,3608.76,2004-02-20,Shipped,1,2,2004,Planes,109,S24_1785,"Australian Collectors, Co.",Melbourne,Australia,Medium,2004,2,20,February
10235,23,96.29,2214.67,2004-04-02,Shipped,2,4,2004,Planes,109,S24_1785,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small,2004,4,2,April
10250,31,88.63,2747.53,2004-05-11,Shipped,2,5,2004,Planes,109,S24_1785,The Sharp Gifts Warehouse,San Jose,USA,Small,2004,5,11,May
10262,34,97.38,3310.92,2004-06-24,Cancelled,2,6,2004,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Medium,2004,6,24,June
10275,25,95.2,2380.0,2004-07-23,Shipped,3,7,2004,Planes,109,S24_1785,La Rochelle Gifts,Nantes,France,Small,2004,7,23,July
10284,22,100.0,2310.88,2004-08-21,Shipped,3,8,2004,Planes,109,S24_1785,"Norway Gifts By Mail, Co.",Oslo,Norway,Small,2004,8,21,August
10297,32,100.0,4061.76,2004-09-16,Shipped,3,9,2004,Planes,109,S24_1785,"Clover Collections, Co.",Dublin,Ireland,Medium,2004,9,16,September
10308,31,100.0,3493.7,2004-10-15,Shipped,4,10,2004,Planes,109,S24_1785,Mini Classics,White Plains,USA,Medium,2004,10,15,October
10316,25,100.0,2872.25,2004-11-01,Shipped,4,11,2004,Planes,109,S24_1785,giftsbymail.co.uk,Cowes,UK,Small,2004,11,1,November
10328,47,87.54,4114.38,2004-11-12,Shipped,4,11,2004,Planes,109,S24_1785,Rovelli Gifts,Bergamo,Italy,Medium,2004,11,12,November
10339,21,50.65,1063.65,2004-11-23,Shipped,4,11,2004,Planes,109,S24_1785,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,2004,11,23,November
10353,28,71.73,2008.44,2004-12-04,Shipped,4,12,2004,Planes,109,S24_1785,Gift Ideas Corp.,Glendale,USA,Small,2004,12,4,December
10374,46,94.1,4328.6,2005-02-02,Shipped,1,2,2005,Planes,109,S24_1785,"Australian Gift Network, Co",South Brisbane,Australia,Medium,2005,2,2,February
10386,33,41.71,1376.43,2005-03-01,Resolved,1,3,2005,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Small,2005,3,1,March
10398,43,100.0,5552.16,2005-03-30,Shipped,1,3,2005,Planes,109,S24_1785,Reims Collectables,Reims,France,Medium,2005,3,30,March
10401,38,96.29,3659.02,2005-04-03,On Hold,2,4,2005,Planes,109,S24_1785,Tekni Collectables Inc.,Newark,USA,Medium,2005,4,3,April
10416,47,88.63,4165.61,2005-05-10,Shipped,2,5,2005,Planes,109,S24_1785,L'ordine Souveniers,Reggio Emilia,Italy,Medium,2005,5,10,May
10101,45,31.2,1404.0,2003-01-09,Shipped,1,1,2003,Vintage Cars,33,S24_1937,"Blauer See Auto, Co.",Frankfurt,Germany,Small,2003,1,9,January
10110,20,35.51,710.2,2003-03-18,Shipped,1,3,2003,Vintage Cars,33,S24_1937,"AV Stores, Co.",Manchester,UK,Small,2003,3,18,March
10124,45,37.84,1702.8,2003-05-21,Shipped,2,5,2003,Vintage Cars,33,S24_1937,Signal Gift Stores,Las Vegas,USA,Small,2003,5,21,May
10149,36,33.19,1194.84,2003-09-12,Shipped,3,9,2003,Vintage Cars,33,S24_1937,Signal Collectibles Ltd.,Brisbane,USA,Small,2003,9,12,September
10162,37,27.22,1007.14,2003-10-18,Shipped,4,10,2003,Vintage Cars,33,S24_1937,Corporate Gift Ideas Co.,San Francisco,USA,Small,2003,10,18,October
10173,31,31.53,977.43,2003-11-05,Shipped,4,11,2003,Vintage Cars,33,S24_1937,Rovelli Gifts,Bergamo,Italy,Small,2003,11,5,November
10182,39,36.84,1436.76,2003-11-12,Shipped,4,11,2003,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2003,11,12,November
10193,26,29.21,759.46,2003-11-21,Shipped,4,11,2003,Vintage Cars,33,S24_1937,"Australian Collectables, Ltd",Glen Waverly,Australia,Small,2003,11,21,November
10205,32,37.17,1189.44,2003-12-03,Shipped,4,12,2003,Vintage Cars,33,S24_1937,Euro Shopping Channel,Madrid,Spain,Small,2003,12,3,December
10214,20,34.19,683.8,2004-01-26,Shipped,1,1,2004,Vintage Cars,33,S24_1937,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,2004,1,26,January
10227,42,29.21,1226.82,2004-03-02,Shipped,1,3,2004,Vintage Cars,33,S24_1937,"Saveley & Henriot, Co.",Lyon,France,Small,2004,3,2,March
10243,33,29.54,974.82,2004-04-26,Shipped,2,4,2004,Vintage Cars,33,S24_1937,Diecast Collectables,Boston,USA,Small,2004,4,26,April
10280,20,28.88,577.6,2004-08-17,Shipped,3,8,2004,Vintage Cars,33,S24_1937,Amica Models & Co.,Torino,Italy,Small,2004,8,17,August
10288,29,38.17,1106.93,2004-09-01,Shipped,3,9,2004,Vintage Cars,33,S24_1937,Handji Gifts& Co,Singapore,Singapore,Small,2004,9,1,September
10304,23,30.2,694.6,2004-10-11,Shipped,4,10,2004,Vintage Cars,33,S24_1937,Auto Assoc. & Cie.,Versailles,France,Small,2004,10,11,October
10312,39,29.54,1152.06,2004-10-21,Shipped,4,10,2004,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,USA,Small,2004,10,21,October
10322,20,100.0,2624.0,2004-11-04,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Online Diecast Creations Co.,Nashua,USA,Small,2004,11,4,November
10332,45,81.91,3685.95,2004-11-17,Shipped,4,11,2004,Vintage Cars,33,S24_1937,"AV Stores, Co.",Manchester,UK,Medium,2004,11,17,November
10344,20,35.18,703.6,2004-11-25,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Marseille Mini Autos,Marseille,France,Small,2004,11,25,November
10356,48,100.0,9720.0,2004-12-09,Shipped,4,12,2004,Vintage Cars,33,S24_1937,Lyon Souveniers,Paris,France,Large,2004,12,9,December
10367,23,36.29,834.67,2005-01-12,Resolved,1,1,2005,Vintage Cars,33,S24_1937,Toys4GrownUps.com,Pasadena,USA,Small,2005,1,12,January
10380,32,70.56,2257.92,2005-02-16,Shipped,1,2,2005,Vintage Cars,33,S24_1937,Euro Shopping Channel,Madrid,Spain,Small,2005,2,16,February
10391,33,100.0,8344.71,2005-03-09,Shipped,1,3,2005,Vintage Cars,33,S24_1937,"Anna's Decorations, Ltd",North Sydney,Australia,Large,2005,3,9,March
10409,61,29.54,1801.94,2005-04-23,Shipped,2,4,2005,Vintage Cars,33,S24_1937,Handji Gifts& Co,Singapore,Singapore,Small,2005,4,23,April
10420,45,26.88,1209.6,2005-05-29,In Process,2,5,2005,Vintage Cars,33,S24_1937,Souveniers And Things Co.,Chatswood,Australia,Small,2005,5,29,May
10107,38,83.03,3155.14,2003-02-24,Shipped,1,2,2003,Motorcycles,76,S24_2000,Land of Toys Inc.,NYC,USA,Medium,2003,2,24,February
10120,34,83.79,2848.86,2003-04-29,Shipped,2,4,2003,Motorcycles,76,S24_2000,"Australian Collectors, Co.",Melbourne,Australia,Small,2003,4,29,April
10134,43,83.03,3570.29,2003-07-01,Shipped,3,7,2003,Motorcycles,76,S24_2000,Lyon Souveniers,Paris,France,Medium,2003,7,1,July
10145,47,83.03,3902.41,2003-08-25,Shipped,3,8,2003,Motorcycles,76,S24_2000,Toys4GrownUps.com,Pasadena,USA,Medium,2003,8,25,August
10158,22,67.03,1474.66,2003-10-10,Shipped,4,10,2003,Motorcycles,76,S24_2000,Baane Mini Imports,Stavern,Norway,Small,2003,10,10,October
10168,29,75.41,2186.89,2003-10-28,Shipped,4,10,2003,Motorcycles,76,S24_2000,Technics Stores Inc.,Burlingame,USA,Small,2003,10,28,October
10180,28,68.55,1919.4,2003-11-11,Shipped,4,11,2003,Motorcycles,76,S24_2000,Daedalus Designs Imports,Lille,France,Small,2003,11,11,November
10188,40,91.4,3656.0,2003-11-18,Shipped,4,11,2003,Motorcycles,76,S24_2000,Herkku Gifts,Bergen,Norway,Medium,2003,11,18,November
10201,25,73.88,1847.0,2003-12-01,Shipped,4,12,2003,Motorcycles,76,S24_2000,Mini Wheels Co.,San Francisco,USA,Small,2003,12,1,December
10210,30,61.7,1851.0,2004-01-12,Shipped,1,1,2004,Motorcycles,76,S24_2000,Osaka Souveniers Co.,Osaka,Japan,Small,2004,1,12,January
10223,38,69.31,2633.78,2004-02-20,Shipped,1,2,2004,Motorcycles,76,S24_2000,"Australian Collectors, Co.",Melbourne,Australia,Small,2004,2,20,February
10236,36,87.6,3153.6,2004-04-03,Shipped,2,4,2004,Motorcycles,76,S24_2000,Motor Mint Distributors Inc.,Philadelphia,USA,Medium,2004,4,3,April
10250,32,87.6,2803.2,2004-05-11,Shipped,2,5,2004,Motorcycles,76,S24_2000,The Sharp Gifts Warehouse,San Jose,USA,Small,2004,5,11,May
10263,37,62.46,2311.02,2004-06-28,Shipped,2,6,2004,Motorcycles,76,S24_2000,Gift Depot Inc.,Bridgewater,USA,Small,2004,6,28,June
10275,30,79.98,2399.4,2004-07-23,Shipped,3,7,2004,Motorcycles,76,S24_2000,La Rochelle Gifts,Nantes,France,Small,2004,7,23,July
10285,39,70.08,2733.12,2004-08-27,Shipped,3,8,2004,Motorcycles,76,S24_2000,Marta's Replicas Co.,Cambridge,USA,Small,2004,8,27,August
10297,32,65.51,2096.32,2004-09-16,Shipped,3,9,2004,Motorcycles,76,S24_2000,"Clover Collections, Co.",Dublin,Ireland,Small,2004,9,16,September
10308,47,63.22,2971.34,2004-10-15,Shipped,4,10,2004,Motorcycles,76,S24_2000,Mini Classics,White Plains,USA,Small,2004,10,15,October
10318,26,86.83,2257.58,2004-11-02,Shipped,4,11,2004,Motorcycles,76,S24_2000,Diecast Classics Inc.,Allentown,USA,Small,2004,11,2,November
10329,37,94.43,3493.91,2004-11-15,Shipped,4,11,2004,Motorcycles,76,S24_2000,Land of Toys Inc.,NYC,USA,Medium,2004,11,15,November
10340,55,79.98,4398.9,2004-11-24,Shipped,4,11,2004,Motorcycles,76,S24_2000,Enaco Distributors,Barcelona,Spain,Medium,2004,11,24,November
10363,21,100.0,3595.62,2005-01-06,Shipped,1,1,2005,Motorcycles,76,S24_2000,Suominen Souveniers,Espoo,Finland,Medium,2005,1,6,January
10375,23,100.0,2443.29,2005-02-03,Shipped,1,2,2005,Motorcycles,76,S24_2000,La Rochelle Gifts,Nantes,France,Small,2005,2,3,February
10389,49,81.4,3988.6,2005-03-03,Shipped,1,3,2005,Motorcycles,76,S24_2000,Scandinavian Gift Ideas,Boras,Sweden,Medium,2005,3,3,March
10402,59,87.6,5168.4,2005-04-07,Shipped,2,4,2005,Motorcycles,76,S24_2000,Auto Canal Petit,Paris,France,Medium,2005,4,7,April
10416,32,87.6,2803.2,2005-05-10,Shipped,2,5,2005,Motorcycles,76,S24_2000,L'ordine Souveniers,Reggio Emilia,Italy,Small,2005,5,10,May
10105,43,100.0,6341.21,2003-02-11,Shipped,1,2,2003,Ships,122,S24_2011,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,2003,2,11,February
10117,41,100.0,5189.78,2003-04-16,Shipped,2,4,2003,Ships,122,S24_2011,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,2003,4,16,April
10129,45,100.0,6027.75,2003-06-12,Shipped,2,6,2003,Ships,122,S24_2011,"Stylish Desk Decors, Co.",London,UK,Medium,2003,6,12,June
10142,33,100.0,3366.0,2003-08-08,Shipped,3,8,2003,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,2003,8,8,August
10153,40,100.0,5456.4,2003-09-28,Shipped,3,9,2003,Ships,122,S24_2011,Euro Shopping Channel,Madrid,Spain,Medium,2003,9,28,September
